post_id	date	section	label	url	link	review_status
10021	2026-06-14 09:00:00	4	беспроводная колонка ViVO	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-273.htm	https://s.click.aliexpress.com/e/_c4XbOvo1	unreviewed_link_not_product
10021	2026-06-14 09:00:00	5	Кабель для зарядки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-273.htm	https://s.click.aliexpress.com/e/_c3a9wh9x	unreviewed_link_not_product
10021	2026-06-14 09:00:00	6	QCY H3 Pro	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-273.htm	https://s.click.aliexpress.com/e/_c3Sq4l9F	unreviewed_link_not_product
10021	2026-06-14 09:00:00	7	качественных и недорогих кухонных ножей Xituo	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-273.htm	https://s.click.aliexpress.com/e/_c4agUjzb	unreviewed_link_not_product
10021	2026-06-14 09:00:00	8	этот вариант	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-273.htm	https://s.click.aliexpress.com/e/_c30o4L6z	unreviewed_link_not_product
10021	2026-06-14 09:00:00	8	еще и с беспроводной зарядкой Qi2	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-273.htm	https://s.click.aliexpress.com/e/_c3aTRiF7	unreviewed_link_not_product
10021	2026-06-14 09:00:00	9	Poco Pad X1	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-273.htm	https://s.click.aliexpress.com/e/_c37PJZ2z	unreviewed_link_not_product
10062	2026-06-07 09:00:00	0	URVNS BK-129D	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c3slzopF	unreviewed_link_not_product
10062	2026-06-07 09:00:00	1	вот этот	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c4EUDwop	unreviewed_link_not_product
10062	2026-06-07 09:00:00	2	Anker Soundcore Select 4 Go	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c4p2NbpX	unreviewed_link_not_product
10062	2026-06-07 09:00:00	3	Honor 400 Lite	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c2Js6IVL	unreviewed_link_not_product
10062	2026-06-07 09:00:00	4	внешний аккумулятор Vention	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	http://s.click.aliexpress.com/e/_c3dOIjOv	unreviewed_link_not_product
10062	2026-06-07 09:00:00	5	Забавный брелок	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c3i09S1x	unreviewed_link_not_product
10062	2026-06-07 09:00:00	6	Универсальный держатель для смартфона	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c4OMOyuD	unreviewed_link_not_product
10062	2026-06-07 09:00:00	7	вот такие зеркала рекомендуют	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c3jmvJ6v	unreviewed_link_not_product
10062	2026-06-07 09:00:00	8	Baseus Bass EP10 Ultra	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c4Lm9wJX	unreviewed_link_not_product
10062	2026-06-07 09:00:00	9	Rapoo MT760L	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-272.htm	https://s.click.aliexpress.com/e/_c33hf3jL	unreviewed_link_not_product
10112	2026-05-31 09:00:00	0	вот ее главная страница	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c422xi6h	unreviewed_link_not_product
10112	2026-05-31 09:00:00	1	лампа-ловушка для комаров	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c4kTFyGl	unreviewed_link_not_product
10112	2026-05-31 09:00:00	2	GaN-зарядник ASOMETECH	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c3FX2Uc5	unreviewed_link_not_product
10112	2026-05-31 09:00:00	3	бизнес-сумка	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c3QjGV93	unreviewed_link_not_product
10112	2026-05-31 09:00:00	4	кабелечки Type-C - Type-C Hagibis	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c3dHLvAN	unreviewed_link_not_product
10112	2026-05-31 09:00:00	5	бюджетный смартфон POCO C85 с памятью 8/256 GB	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c4aEJsOh	unreviewed_link_not_product
10112	2026-05-31 09:00:00	6	Baseus Bowie MH1	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c4CNH0Bb	unreviewed_link_not_product
10112	2026-05-31 09:00:00	7	наборы стальных инструментов для барбекю	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c3NEoZrf	unreviewed_link_not_product
10112	2026-05-31 09:00:00	8	NexTool Mini Flagship F12	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c3IGKk8N	unreviewed_link_not_product
10112	2026-05-31 09:00:00	9	Винтажные холщовые рюкзаки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c4l4KGU9	unreviewed_link_not_product
10112	2026-05-31 09:00:00	10	7-дюймовый Santoku	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c45q65Al	unreviewed_link_not_product
10112	2026-05-31 09:00:00	10	пятидюймовик	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_oolcCmo	unreviewed_link_not_product
10112	2026-05-31 09:00:00	10	разделочную доску Xinzuo из акации	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-271.htm	https://s.click.aliexpress.com/e/_c3TyoYsV	unreviewed_link_not_product
10166	2026-05-24 09:00:00	0	вот этот мини-насос	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c4PAXoBj	unreviewed_link_not_product
10166	2026-05-24 09:00:00	1	вот этих хлопково-льняных рубашек	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c4VCqu1P	unreviewed_link_not_product
10166	2026-05-24 09:00:00	2	магнитный держатель-трипод	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c4PWJCEv	unreviewed_link_not_product
10166	2026-05-24 09:00:00	3	ILIFE V5s	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c435wuAt	unreviewed_link_not_product
10166	2026-05-24 09:00:00	4	realme Buds Air8 Pro	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c3g9pUZJ	unreviewed_link_not_product
10166	2026-05-24 09:00:00	5	QOOVI	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c4k3Jcbx	unreviewed_link_not_product
10166	2026-05-24 09:00:00	6	UGREEN USB Bluetooth 6.0	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c30VNxVJ	unreviewed_link_not_product
10166	2026-05-24 09:00:00	7	маски для сна Dreamlight 3SV2	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c4qdmzfJ	unreviewed_link_not_product
10166	2026-05-24 09:00:00	8	Прецизионная отвертка	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c307hNnR	unreviewed_link_not_product
10166	2026-05-24 09:00:00	9	Ulanzi MT-85	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-270.htm	https://s.click.aliexpress.com/e/_c3x2ryc9	unreviewed_link_not_product
10211	2026-05-17 09:00:00	0	GaN-адаптер MOVESPEED мощностью 67 Вт	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c3zwu9z1	unreviewed_link_not_product
10211	2026-05-17 09:00:00	1	сумки для ноутбуков	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c4bpEBqx	unreviewed_link_not_product
10211	2026-05-17 09:00:00	2	UGREEN Dots WS220	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c4ERMjph	unreviewed_link_not_product
10211	2026-05-17 09:00:00	3	Honor Pad X8a	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c3q8iTW3	unreviewed_link_not_product
10211	2026-05-17 09:00:00	3	стоит €125	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://www.amazon.es/sspa/click?ie=UTF8&spc=MTo1ODQ3MTEyNTI0OTM5MzMwOjE3Nzg5NDgzMjQ6c3BfYXRmOjMwMTAxOTE0NTg5NzIzMjo6MDo6&url=%2FHONOR-Ampliable-Pantalla-Snapdragon-Altavoces%2Fdp%2FB0DXBCJW7T%2Fref%3Dsr_1_1_sspa%3F__mk_es_ES%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26crid%3D1CGZHQOQP3EIY%26dib%3DeyJ2IjoiMSJ9.S1T-3elt0qNuLIZkqjmweesbNJVvhXsQpl5a81IFHnObKFqCX1-f8R8rW62lYL1_LgeY5LoCN4lkmUVNXOBnXY7LWH9Oa6pQzM_0NOJ_HGp-Kr-MUc014fyDF6NJZKX2Yv4tRtSxWYGmaAhrYbuICYxur-YjDtxIe5oGS7N11TAXKqrJa6b5_RRApvgRadPzzccQQ6pUomyXUi-FW2ReMPhwtm3C9sTSPfn8Er4npnjLEO_NtWrIsDFgUTY61eEBFbK4bXL0LocYbJOMotU7THSSJ17oUeMSAYKmeTIkyBc.HSR_6dYEqCOfS8oiU7XoOM09V1rrcrpl4dGMuctziTA%26dib_tag%3Dse%26keywords%3DHONOR%2BPad%2BX8a%26qid%3D1778948324%26sprefix%3Dhonor%2Bpad%2Bx8a%252Caps%252C320%26sr%3D8-1-spons%26ufe%3Dapp_do%253Aamzn1.fos.4c3f56c3-e485-4a35-9abc-6532b61c3b62%26aref%3DDzkTnwsp1H%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=DzkTnwsp1H&sp_cr=ZAZ	unreviewed_link_not_product
10211	2026-05-17 09:00:00	4	MOVESPEED W010	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c3G4p7ZD	unreviewed_link_not_product
10211	2026-05-17 09:00:00	5	USB-хабов ORICO	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c3NonL3l	unreviewed_link_not_product
10211	2026-05-17 09:00:00	6	Бесконтактный алкотестер	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c4FqwJzh	unreviewed_link_not_product
10211	2026-05-17 09:00:00	7	Недорогой внешний аккумулятор Xiaomi	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c3rKnjv1	unreviewed_link_not_product
10211	2026-05-17 09:00:00	8	POCO C85	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c3RLJqVl	unreviewed_link_not_product
10211	2026-05-17 09:00:00	9	UGREEN 4K Webcam	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-269.htm	https://s.click.aliexpress.com/e/_c4trO8HN	unreviewed_link_not_product
10253	2026-05-10 09:00:00	0	"Недорогая магнитная беспроводная зарядка ""2 в 1"""	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c4pRK7WP	unreviewed_link_not_product
10253	2026-05-10 09:00:00	1	realme Buds T500 Pro	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c3AOaczV	unreviewed_link_not_product
10253	2026-05-10 09:00:00	2	хлопково-льняные штаны	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c4kGkliJ	unreviewed_link_not_product
10253	2026-05-10 09:00:00	3	MOVESPEED S80	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c4teHkbd	unreviewed_link_not_product
10253	2026-05-10 09:00:00	4	Мужские майки из 100-процентного хлопка	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c3YBEzL1	unreviewed_link_not_product
10253	2026-05-10 09:00:00	5	можно купить за 370 евро	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c4C55YSj	unreviewed_link_not_product
10253	2026-05-10 09:00:00	6	Недорогие автоматические зонты	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c4NCbZpz	unreviewed_link_not_product
10253	2026-05-10 09:00:00	7	влажные салфетки-пятновыводители	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c3x85fEJ	unreviewed_link_not_product
10253	2026-05-10 09:00:00	8	Магнитная беспроводная зарядка Baseus	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c3QhyEnd	unreviewed_link_not_product
10253	2026-05-10 09:00:00	9	OIWAS OCK5551	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-268.htm	https://s.click.aliexpress.com/e/_c3nloOLl	unreviewed_link_not_product
10306	2026-05-03 09:00:00	0	Тестер качества питьевой воды	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c3RMjzOB	unreviewed_link_not_product
10306	2026-05-03 09:00:00	1	Ультразвуковая машинка EraClean	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c4ktWNob	unreviewed_link_not_product
10306	2026-05-03 09:00:00	1	вот такая модель	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c3z5RqOb	unreviewed_link_not_product
10306	2026-05-03 09:00:00	2	Док-станция Maiwo	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c4KTNyyJ	unreviewed_link_not_product
10306	2026-05-03 09:00:00	2	в два раза дороже	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c3WnrFef	unreviewed_link_not_product
10306	2026-05-03 09:00:00	3	мининасос для велика BSCOBBER A5mini	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c30MXyJN	unreviewed_link_not_product
10306	2026-05-03 09:00:00	4	CMF Buds Pro 2	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c39Xm08P	unreviewed_link_not_product
10306	2026-05-03 09:00:00	4	QCY H3S	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c3li9jYb	unreviewed_link_not_product
10306	2026-05-03 09:00:00	5	GaN-адаптер Baseus	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c4oj7eLN	unreviewed_link_not_product
10306	2026-05-03 09:00:00	6	Удобная коробка	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c3fGQzuT	unreviewed_link_not_product
10306	2026-05-03 09:00:00	7	тут их можно купить	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c41DGBmB	unreviewed_link_not_product
10306	2026-05-03 09:00:00	8	всего за 142 евро	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c3z6RF19	unreviewed_link_not_product
10306	2026-05-03 09:00:00	8	дешевле 100 евро	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-267.htm	https://s.click.aliexpress.com/e/_c44v2CQL	unreviewed_link_not_product
10350	2026-04-26 09:30:00	0	Lexin P4 Smart Air Pump	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c3Yrzddv	unreviewed_link_not_product
10350	2026-04-26 09:30:00	1	Удлинители Melery	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c3GT3vbH	unreviewed_link_not_product
10350	2026-04-26 09:30:00	2	Электрические зубные щетки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c3qyj8cL	unreviewed_link_not_product
10350	2026-04-26 09:30:00	3	Мужские майки	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c3Z9jKFp	unreviewed_link_not_product
10350	2026-04-26 09:30:00	4	винтажного Macintosh	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c44ijg5V	unreviewed_link_not_product
10350	2026-04-26 09:30:00	5	Ugreen Holder Hanger Hook	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c4U0pTjV	unreviewed_link_not_product
10350	2026-04-26 09:30:00	6	HOCO W65	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c4MlYQOf	unreviewed_link_not_product
10350	2026-04-26 09:30:00	7	Xiaomi Redmi Note 15 4G	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c4FMem7D	unreviewed_link_not_product
10350	2026-04-26 09:30:00	8	нашли вот такой вариант	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c41yoaB1	unreviewed_link_not_product
10350	2026-04-26 09:30:00	9	четырехпортовый USB-хаб QOOVI	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-266.htm	https://s.click.aliexpress.com/e/_c3kpSz4P	unreviewed_link_not_product
10396	2026-04-19 09:00:00	0	MOMAX 1-Vibe Go	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c2uIdvBx	unreviewed_link_not_product
10396	2026-04-19 09:00:00	1	POCO M8 Pro 5G	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c2ugzSCv	unreviewed_link_not_product
10396	2026-04-19 09:00:00	2	булочка-антистресс	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c3dOJ92p	unreviewed_link_not_product
10396	2026-04-19 09:00:00	3	внешний аккумулятор UGREEN	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c39ORYBn	unreviewed_link_not_product
10396	2026-04-19 09:00:00	4	Baseus BH1 Air	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c3GjovwZ	unreviewed_link_not_product
10396	2026-04-19 09:00:00	5	Odorless Orthopedic Pillow	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c3xSTomN	unreviewed_link_not_product
10396	2026-04-19 09:00:00	6	10 пар ушных затычек 3M	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c2uosvgH	unreviewed_link_not_product
10396	2026-04-19 09:00:00	7	INKBIRD ISV-300W	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c3o7RFLF	unreviewed_link_not_product
10396	2026-04-19 09:00:00	7	вот одна из самых продаваемых моделей	https://exler.es/aliexpress/delimsya-nahodkami-iz-kitajskih-magazinov-265.htm	https://s.click.aliexpress.com/e/_c451toZb	unreviewed_link_not_product
